case_id,language,category,author_provider,judge_provider,judge_model,judge_snapshot,replica,timestamp_utc,latency_s,n_palabras_just,correccion,especificidad,explicacion,utilidad,comentario,error
CASE_CODE_CS_033,C#,identico,gemini,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,1,2026-08-01T16:10:29Z,8.731,36,100.0,30.0,35.0,50.0,"Es técnicamente correcto al señalar que son copias exactas, pero no aporta evidencias concretas del código.",
CASE_CODE_JAVA_019,Java,estructural,gemini,anthropic,claude-opus-5,claude-opus-5,1,2026-08-01T16:10:39Z,10.037,59,80.0,22.0,25.0,30.0,"La aritmética ponderada es correcta (6.0+25.5+8.0+9.5=49) y la tesis general (estructura/estilo casi gemelos, función distinta) es verificable, pero no cita ni un solo elemento concreto (split("" "") vs split("",""), Integer.parseInt, umbrales 5 vs 250) ni justifica de dónde salen los subpuntajes.",
CASE_CODE_JAVA_060,Java,diferente,openai,anthropic,claude-opus-5,claude-opus-5,1,2026-08-01T16:10:51Z,4.793,43,88.0,8.0,25.0,20.0,"Las afirmaciones genéricas (ambos Java, salida por consola, distinto propósito y complejidad) son ciertas, pero no menciona ningún elemento concreto —ni el menú con Scanner y arreglo de tareas del A, ni el enum/record/ScheduledExecutorService/AtomicInteger del B— y alude a una 'ponderación indicada'",
CASE_CODE_CS_003,C#,estructural,gemini,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,1,2026-08-01T16:10:57Z,10.182,74,60.0,20.0,25.0,35.0,"La aritmética es correcta y la similitud estructural/estilística es plausible, pero afirmar que resuelven un problema funcional completamente diferente es exagerado, pues ambos gestionan listas de personas, muestran datos y calculan un estado.",
CASE_CODE_CS_058,C#,funcional,openai,anthropic,claude-opus-5,claude-opus-5,1,2026-08-01T16:11:09Z,8.184,50,90.0,25.0,35.0,35.0,"Las afirmaciones son verdaderas (misma funcionalidad, A procedural vs B modular/OO), pero se queda en etiquetas genéricas sin citar evidencia concreta como List<int> vs array, LINQ (Sum/Average/Max/Min) frente al foreach manual, int.Parse vs Convert.ToInt32 o la clase EstadisticasCalculator con méto",
CASE_CODE_CS_058,C#,funcional,gemini,deepseek,deepseek-v4-pro,deepseek-v4-pro,1,2026-08-01T16:11:19Z,41.248,64,90.0,0.0,0.0,0.0,"No contiene afirmaciones falsas, pero los puntajes numéricos no son verificables directamente en el código. El texto es genérico, sin razonamiento ni ejemplos concretos.",
CASE_CODE_JAVA_003,Java,estructural,anthropic,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,2026-08-01T16:12:01Z,11.295,54,100.0,50.0,80.0,80.0,"Describe correctamente las diferencias (nombres, constantes, mensajes), pero carece de ejemplos concretos de los códigos para tener mayor especificidad.",
CASE_CODE_JAVA_024,Java,diferente,deepseek,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,1,2026-08-01T16:12:14Z,9.136,62,80.0,15.0,25.0,25.0,"No hay una afirmación claramente falsa sobre los programas, pero la justificación es muy genérica y no menciona elementos concretos como la búsqueda lineal del archivo A ni el productor-consumidor con BlockingQueue del archivo B.",
CASE_CODE_JAVA_060,Java,diferente,anthropic,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,1,2026-08-01T16:12:24Z,8.823,83,65.0,72.0,58.0,60.0,"La comparación general es mayormente cierta, pero la ponderación está mal calculada: 0.4×8 + 0.3×14 + 0.2×15 + 0.1×35 = 13.9, no ≈15.7.",
CASE_CODE_JAVA_030,Java,funcional,gemini,deepseek,deepseek-v4-pro,deepseek-v4-pro,1,2026-08-01T16:12:35Z,31.649,72,100.0,25.0,20.0,30.0,No se detectan afirmaciones falsas sobre el código.,
CASE_CODE_CS_018,C#,funcional,anthropic,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,2026-08-01T16:13:07Z,11.999,102,100.0,70.0,85.0,75.0,"El texto identifica correctamente las diferencias clave (refactorización en métodos, características modernas, renombrado), aunque no da ejemplos concretos del código y está incompleto al final.",
CASE_CODE_CS_024,C#,diferente,gemini,deepseek,deepseek-v4-pro,deepseek-v4-pro,1,2026-08-01T16:13:20Z,28.889,59,100.0,0.0,0.0,0.0,"Afirmaciones sobre el código correctas, pero no se menciona ningún elemento específico de los archivos ni se explica el razonamiento detrás de las puntuaciones.",
CASE_CODE_JAVA_024,Java,diferente,anthropic,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,2026-08-01T16:13:50Z,8.008,64,100.0,95.0,80.0,90.0,"El texto identifica correctamente los patrones y algoritmos de ambos códigos (búsqueda lineal vs productor-consumidor), justificando su diferencia de forma precisa y concisa.",
CASE_CODE_JAVA_044,Java,diferente,gemini,anthropic,claude-opus-5,claude-opus-5,1,2026-08-01T16:13:59Z,10.598,61,68.0,8.0,25.0,22.0,"La aritmética ponderada es correcta y la conclusión general (programas de propósito distinto) es cierta, pero afirmar que solo comparten 'el lenguaje y el formato' omite coincidencias reales como el uso de Scanner para entrada por consola, y no se cita ni un solo elemento concreto (promedio/notas vs",
CASE_CODE_CS_032,C#,diferente,openai,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,2026-08-01T16:14:12Z,11.07,39,100.0,10.0,20.0,20.0,"El texto es correcto pero extremadamente genérico; no menciona detalles concretos de los códigos como el uso de clases, listas o JSON en el Archivo B frente a la estructura monolítica del Archivo A.",
CASE_CODE_JAVA_044,Java,diferente,gemini,deepseek,deepseek-v4-pro,deepseek-v4-pro,1,2026-08-01T16:14:24Z,37.387,61,100.0,20.0,10.0,10.0,"No se detectan afirmaciones falsas; el texto es correcto pero no justifica los valores numéricos ni muestra ejemplos concretos del código, por lo que carece de especificidad y razonamiento.",
CASE_CODE_JAVA_001,Java,identico,deepseek,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,1,2026-08-01T16:15:02Z,4.748,31,100.0,15.0,20.0,35.0,"No detecto afirmaciones falsas; el texto acierta en que los archivos son idénticos, pero no cita elementos concretos ni desarrolla el razonamiento.",
CASE_CODE_CS_041,C#,identico,openai,deepseek,deepseek-v4-pro,deepseek-v4-pro,1,2026-08-01T16:15:08Z,17.588,22,100.0,10.0,0.0,20.0,Afirmación correcta pero sin razonamiento ni detalle específico de los archivos.,
CASE_CODE_JAVA_022,Java,funcional,anthropic,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,1,2026-08-01T16:15:27Z,8.423,83,82.0,68.0,58.0,62.0,"Las afirmaciones principales son ciertas, pero la ponderación numérica y el ajuste a 71 no están justificados ni son verificables a partir de los archivos.",
CASE_CODE_JAVA_022,Java,funcional,deepseek,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,1,2026-08-01T16:15:36Z,8.706,78,75.0,20.0,35.0,40.0,"No hay una afirmación claramente falsa, pero los porcentajes de similitud se presentan sin evidencias concretas de los archivos.",
CASE_CODE_CS_024,C#,diferente,anthropic,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,2026-08-01T16:15:47Z,18.339,107,100.0,85.0,90.0,90.0,El texto identifica correctamente las diferencias arquitectónicas (script lineal vs. diseño modular con LINQ y tipos propios) y explica de forma clara cómo interactúan las distintas dimensiones evaluadas.,
CASE_CODE_JAVA_041,Java,identico,deepseek,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,1,2026-08-01T16:16:06Z,5.435,33,100.0,25.0,45.0,50.0,No hay afirmaciones falsas; el texto es correcto pero muy genérico y apenas justifica la copia exacta con elementos concretos del código.,
CASE_CODE_CS_033,C#,identico,anthropic,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,2026-08-01T16:16:13Z,7.995,59,100.0,0.0,80.0,90.0,"El texto es correcto y justifica bien el veredicto para un caso de copia exacta, pero su especificidad es nula al no mencionar ningún elemento concreto de los códigos.",
CASE_CODE_CS_023,C#,estructural,gemini,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,1,2026-08-01T16:16:22Z,9.523,66,75.0,20.0,25.0,30.0,"Las afirmaciones cualitativas son plausibles, pero los puntajes parciales se presentan sin evidencia concreta del código y no se justifican con elementos específicos.",
CASE_CODE_CS_032,C#,diferente,anthropic,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,2026-08-01T16:16:33Z,10.248,66,100.0,30.0,20.0,20.0,"El texto es correcto en sus afirmaciones generales, pero carece de especificidad al no mencionar los dominios concretos (votación y tareas) y se limita a enunciar diferencias abstractas sin explicarlas.",
CASE_CODE_CS_010,C#,funcional,anthropic,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,2026-08-01T16:16:44Z,133.459,89,100.0,100.0,90.0,95.0,"El texto identifica con precisión las diferencias estructurales (arreglo/bucle vs escalares, ternario vs if/else) y léxicas, justificando claramente el veredicto.",
CASE_CODE_JAVA_003,Java,estructural,gemini,anthropic,claude-opus-5,claude-opus-5,1,2026-08-01T16:18:59Z,11.678,71,68.0,28.0,38.0,42.0,"La aritmética de la ponderación es correcta y el diagnóstico de clon por renombrado es razonable, pero afirmar que 'la lógica subyacente' es copia exacta es impreciso (los umbrales cambian de 90/80 a 35/25 y los mensajes son distintos), y no se cita ni un identificador concreto (calificaciones/produ",
CASE_CODE_CS_010,C#,funcional,deepseek,anthropic,claude-opus-5,claude-opus-5,1,2026-08-01T16:19:12Z,10.853,71,72.0,15.0,35.0,38.0,"La aritmética de la ponderación es correcta y las afirmaciones generales (funcionalidad casi idéntica, diferencias de identificadores y estilo) son ciertas, aunque afirmar 'la misma estructura de alto nivel' es discutible al ignorar el array con bucle for y el operador ternario del archivo B; además",
CASE_CODE_JAVA_045,Java,identico,anthropic,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,1,2026-08-01T16:19:24Z,5.011,50,100.0,35.0,70.0,60.0,"No detecto afirmaciones falsas; el texto es correcto, pero apenas menciona rasgos concretos del código más allá de afirmar que son copias idénticas.",
CASE_CODE_CS_041,C#,identico,deepseek,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,1,2026-08-01T16:19:31Z,3.689,41,100.0,15.0,30.0,35.0,"No hay afirmaciones falsas; el texto acierta al decir que los archivos son idénticos, pero no aporta evidencias concretas del código.",
CASE_CODE_CS_041,C#,identico,gemini,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,1,2026-08-01T16:19:36Z,6.152,46,100.0,35.0,70.0,65.0,"Las afirmaciones son correctas: los archivos son idénticos, pero el texto no menciona elementos concretos del código más allá de decir que coinciden línea por línea.",
CASE_CODE_JAVA_001,Java,identico,deepseek,anthropic,claude-opus-5,claude-opus-5,1,2026-08-01T16:19:43Z,5.514,31,95.0,15.0,20.0,30.0,"La afirmación de identidad total es verdadera (los archivos son byte a byte iguales), pero el texto no cita ni un solo elemento concreto del código (arreglo calificaciones, bucle de suma, cadena if/else) ni explica cómo se verificó cada dimensión, limitándose a enunciar porcentajes de una fórmula de",
CASE_CODE_JAVA_060,Java,diferente,deepseek,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,2026-08-01T16:19:50Z,7.898,45,100.0,0.0,0.0,0.0,El texto se limita a calcular un promedio matemático y dar una conclusión genérica sin mencionar ningún elemento concreto de los códigos.,
CASE_CODE_JAVA_060,Java,diferente,gemini,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,1,2026-08-01T16:19:59Z,9.539,52,70.0,15.0,20.0,25.0,"La valoración general es plausible, pero exagera al decir que solo comparten estar en Java y nomenclatura estándar, pues también comparten elementos como clase, main, salida por consola y arreglos, y no aporta ejemplos concretos.",
CASE_CODE_JAVA_060,Java,diferente,gemini,anthropic,claude-opus-5,claude-opus-5,1,2026-08-01T16:20:10Z,10.312,52,75.0,12.0,18.0,22.0,"Las afirmaciones generales (propósitos distintos, baja similitud) son ciertas, pero la frase sobre 'convenciones de nomenclatura estándar' es discutible (los nombres de clase van en MAYÚSCULAS con guiones bajos) y el texto no cita ni un solo elemento concreto (Scanner y arreglo fijo frente a enum, r",
CASE_CODE_CS_015,C#,estructural,openai,deepseek,deepseek-v4-pro,deepseek-v4-pro,1,2026-08-01T16:20:22Z,67.704,49,90.0,45.0,20.0,35.0,"Las cifras de similitud carecen de justificación, pero las afirmaciones sobre lenguaje, estilo y arquitectura son correctas.",
CASE_CODE_JAVA_022,Java,funcional,anthropic,deepseek,deepseek-v4-pro,deepseek-v4-pro,1,2026-08-01T16:21:31Z,46.591,83,100.0,30.0,10.0,40.0,No se detectan afirmaciones falsas sobre el código.,
CASE_CODE_JAVA_041,Java,identico,openai,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,2026-08-01T16:22:18Z,9.342,19,100.0,0.0,20.0,30.0,"El texto es completamente genérico y no menciona ningún elemento concreto del código, limitándose a enunciar que son idénticos.",
CASE_CODE_CS_015,C#,estructural,gemini,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,1,2026-08-01T16:22:29Z,7.788,72,75.0,25.0,25.0,30.0,"No hay una afirmación claramente falsa sobre los archivos, pero la justificación es muy genérica y no apoya con ejemplos concretos los puntajes funcional, estructural, léxico y estilístico.",
CASE_CODE_JAVA_024,Java,diferente,openai,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,2026-08-01T16:22:38Z,8.414,57,100.0,85.0,75.0,80.0,El texto identifica correctamente los patrones de ambos fragmentos (búsqueda secuencial vs productor-consumidor) y justifica la baja similitud de forma clara y concisa.,
CASE_CODE_JAVA_022,Java,funcional,openai,anthropic,claude-opus-5,claude-opus-5,1,2026-08-01T16:22:47Z,7.074,58,93.0,48.0,55.0,55.0,"Todo lo afirmado es verificable (mismo algoritmo de búsqueda lineal, A en main y B encapsulado en clase), pero se queda en un nivel genérico al no citar detalles propios de este par como OptionalInt, arr.clone(), la duplicación entre buscarPosicion y buscarLineal, o el arreglo y objetivo 45 idéntico",
CASE_CODE_JAVA_034,Java,funcional,openai,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,2026-08-01T16:22:56Z,10.57,60,100.0,50.0,70.0,75.0,"Las afirmaciones son correctas, pero el texto carece de referencias específicas al código (como las estructuras de datos usadas o el dominio de tareas).",
CASE_CODE_JAVA_044,Java,diferente,gemini,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,1,2026-08-01T16:23:08Z,8.747,61,75.0,20.0,25.0,30.0,"La comparación general es mayormente cierta, pero exagera al decir que solo comparten lenguaje y formato, ya que ambos también usan Scanner, consola, main y estructuras de control básicas.",
CASE_CODE_CS_018,C#,funcional,anthropic,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,1,2026-08-01T16:23:18Z,7.843,102,70.0,60.0,55.0,50.0,"La mayoría de las observaciones son ciertas, pero el cálculo ponderado indicado es incorrecto: 0.4×93 + 0.3×40 + 0.2×47 + 0.1×52 = 63.8, no 63.6.",
CASE_CODE_CS_057,C#,identico,openai,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,2026-08-01T16:23:27Z,7.413,20,100.0,0.0,0.0,0.0,"El texto es completamente genérico y carece de justificación o referencias concretas al código, limitándose a enunciar la conclusión.",
CASE_CODE_JAVA_003,Java,estructural,openai,anthropic,claude-opus-5,claude-opus-5,1,2026-08-01T16:23:36Z,7.847,34,90.0,32.0,38.0,42.0,"Las afirmaciones son verdaderas (misma estructura de bucle, cálculo de promedio y cadena if/else-if/else, con cambios solo en nombres, valores, umbrales y mensajes), pero el texto se queda en categorías abstractas sin citar ni un identificador o umbral concreto (calificaciones/productos, 90/80 vs 35",
CASE_CODE_CS_056,C#,diferente,anthropic,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,1,2026-08-01T16:23:45Z,12.9,89,65.0,40.0,55.0,45.0,"La mayor parte es plausible, pero los puntajes numéricos y la especulación sobre mismo entorno académico o mismo autor no son verificables directamente en los archivos.",
CASE_CODE_JAVA_045,Java,identico,anthropic,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,2026-08-01T16:23:59Z,9.119,50,100.0,0.0,60.0,80.0,"El texto es correcto y explica la lógica de la puntuación para un clon tipo 1, pero su especificidad es nula ya que serviría para cualquier par de códigos idénticos.",
CASE_CODE_CS_033,C#,identico,gemini,anthropic,claude-opus-5,claude-opus-5,1,2026-08-01T16:24:10Z,6.558,36,96.0,18.0,40.0,48.0,"La afirmacion central (A y B son identicos) es verificable y correcta, pero el texto no cita ni un solo elemento concreto del codigo (listas estudiantes/calificaciones, bucle de 3 iteraciones, umbral 7.0) que respalde esa igualdad, quedandose en una inferencia generica aplicable a cualquier par iden",
CASE_CODE_CS_058,C#,funcional,deepseek,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,1,2026-08-01T16:24:18Z,9.503,70,85.0,35.0,45.0,50.0,"No hay una afirmación claramente falsa, pero las subpuntuaciones y la cercanía léxica/sintáctica se enuncian sin apoyarse en elementos concretos de los archivos.",
CASE_CODE_CS_057,C#,identico,gemini,anthropic,claude-opus-5,claude-opus-5,1,2026-08-01T16:24:29Z,6.861,44,92.0,12.0,45.0,42.0,"La afirmación central (los fragmentos son idénticos y por ello el puntaje es máximo en todas las dimensiones) es verificable y el cálculo ponderado es coherente, pero el texto no cita ni un solo elemento concreto de estos archivos (List<int>, el foreach de suma/máximo/mínimo, el umbral promedio > 50",
CASE_CODE_CS_023,C#,estructural,gemini,deepseek,deepseek-v4-pro,deepseek-v4-pro,1,2026-08-01T16:24:37Z,31.448,66,100.0,15.0,5.0,10.0,No hay afirmaciones falsas; el texto se limita a mencionar niveles de similitud sin señalar elementos concretos de los archivos ni desarrollar el porqué de las puntuaciones.,
CASE_CODE_JAVA_003,Java,estructural,gemini,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,1,2026-08-01T16:25:10Z,8.607,71,85.0,30.0,35.0,45.0,"La afirmación general es mayormente correcta, pero el texto no cita elementos concretos como los arreglos, acumuladores, umbrales o mensajes que justificarían la comparación.",
CASE_CODE_JAVA_001,Java,identico,openai,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,2026-08-01T16:25:20Z,8.508,20,100.0,0.0,0.0,10.0,El texto es una plantilla genérica que enuncia la similitud total sin mencionar ningún elemento concreto de los códigos ni explicar el porqué.,
CASE_CODE_CS_058,C#,funcional,gemini,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,1,2026-08-01T16:25:29Z,9.775,64,55.0,20.0,20.0,25.0,"Afirma de forma demasiado absoluta que hacen exactamente lo mismo y que la sintaxis cambió por completo, aunque hay diferencias de estructura de datos, LINQ/control manual y casos límite como cantidad cero o entrada nula.",
CASE_CODE_CS_033,C#,identico,deepseek,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,1,2026-08-01T16:25:40Z,3.582,26,100.0,20.0,25.0,45.0,"No hay afirmaciones falsas; el texto es correcto, pero muy genérico y apenas justifica la similitud más allá de afirmar que son copias exactas.",
CASE_CODE_CS_032,C#,diferente,openai,deepseek,deepseek-v4-pro,deepseek-v4-pro,1,2026-08-01T16:25:45Z,22.534,39,100.0,10.0,10.0,20.0,"El texto solo menciona diferencias genéricas (propósito, arquitectura, complejidad) sin referirse a elementos concretos de los archivos ni explicar por qué esas diferencias implican baja similitud.",
CASE_CODE_JAVA_039,Java,estructural,gemini,deepseek,deepseek-v4-pro,deepseek-v4-pro,1,2026-08-01T16:26:09Z,30.564,73,100.0,80.0,15.0,30.0,"No contiene afirmaciones falsas, pero solo enuncia el veredicto sin desarrollar un razonamiento trazable ni elementos concretos del código más allá del tipo de operación.",
CASE_CODE_JAVA_019,Java,estructural,openai,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,2026-08-01T16:26:40Z,9.399,47,100.0,70.0,60.0,60.0,"Identifica correctamente los dominios de ambos códigos, pero no detalla qué elementos específicos hacen que su estructura sea similar.",
CASE_CODE_JAVA_060,Java,diferente,deepseek,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,1,2026-08-01T16:26:51Z,8.933,45,80.0,20.0,15.0,25.0,"La diferencia general entre los programas es cierta, pero los puntajes por dimensión se afirman sin justificarse ni vincularse a rasgos concretos del código.",
CASE_CODE_JAVA_019,Java,estructural,gemini,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,1,2026-08-01T16:27:01Z,9.449,59,65.0,25.0,20.0,30.0,"Las afirmaciones generales son plausibles, pero las puntuaciones parciales no se justifican ni son verificables directamente en los archivos.",
CASE_CODE_CS_032,C#,diferente,gemini,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,1,2026-08-01T16:27:13Z,9.509,71,90.0,25.0,30.0,35.0,"No detecto afirmaciones claramente falsas, pero la justificación es muy genérica y no cita elementos concretos como votación, tareas, JSON, listas, clases o menús.",
CASE_CODE_JAVA_041,Java,identico,deepseek,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,2026-08-01T16:27:24Z,8.835,33,100.0,0.0,20.0,30.0,"El texto es completamente genérico y no menciona ningún elemento del código, aunque acierta al señalar que son copias exactas.",
CASE_CODE_CS_032,C#,diferente,openai,anthropic,claude-opus-5,claude-opus-5,1,2026-08-01T16:27:34Z,4.939,39,85.0,12.0,25.0,20.0,"Las afirmaciones generales (mismo lenguaje y consola, diferencias de propósito, arquitectura y complejidad) son verdaderas, pero el texto no cita ni un solo elemento concreto (variables de conteo de votos vs. clase Tarea, enums, JSON, switch expression) y alude a una 'ponderación indicada' que nunca",
CASE_CODE_JAVA_019,Java,estructural,deepseek,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,2026-08-01T16:27:40Z,12.275,80,100.0,10.0,20.0,20.0,"El texto es extremadamente genérico; menciona categorías de similitud y explica el cálculo matemático, pero no da ningún ejemplo concreto del código para justificar sus afirmaciones.",
CASE_CODE_CS_056,C#,diferente,deepseek,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,1,2026-08-01T16:27:53Z,9.944,56,45.0,15.0,35.0,30.0,"La baja similitud funcional es plausible, pero los puntajes numéricos, la similitud estructural moderada y la afinidad estilística/sintáctica alta no se justifican con elementos concretos de los archivos.",
CASE_CODE_JAVA_003,Java,estructural,openai,gemini,gemini-3.1-pro-preview,,1,2026-08-01T16:28:05Z,,34,,,,,,HTTP Error 503: Service Unavailable
CASE_CODE_JAVA_060,Java,diferente,anthropic,deepseek,deepseek-v4-pro,deepseek-v4-pro,1,2026-08-01T16:28:07Z,55.315,83,100.0,90.0,25.0,40.0,"Las afirmaciones sobre los archivos son precisas, pero la argumentación se limita a enunciar diferencias sin desarrollar por qué excluyen derivación o copia.",
CASE_CODE_JAVA_019,Java,estructural,anthropic,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,1,2026-08-01T16:29:03Z,7.26,79,65.0,45.0,50.0,45.0,"La afirmación de que la similitud sugiere un origen o autor común no es verificable a partir de los archivos, y las puntuaciones parciales se presentan sin justificación concreta.",
CASE_CODE_JAVA_045,Java,identico,gemini,anthropic,claude-opus-5,claude-opus-5,1,2026-08-01T16:29:13Z,6.246,36,92.0,12.0,30.0,38.0,"La afirmación de identidad literal y el puntaje 100 son verificables, pero el texto no cita ningún elemento concreto (contadorPares, el bucle for, numero % 2 == 0) ni muestra el cálculo por dimensión, por lo que serviría igual para cualquier par idéntico.",
CASE_CODE_CS_024,C#,diferente,anthropic,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,1,2026-08-01T16:29:21Z,9.922,107,82.0,70.0,68.0,65.0,"La caracterización general de los programas es correcta, aunque la ponderación indicada da aproximadamente 20.4, no 21-22.",
CASE_CODE_CS_056,C#,diferente,gemini,anthropic,claude-opus-5,claude-opus-5,1,2026-08-01T16:29:32Z,14.537,67,70.0,12.0,35.0,28.0,"La aritmética ponderada es consistente (0+3+4+8=15) y el diagnóstico global es defendible, pero afirmar que 'solo se parecen en el lenguaje y el estilo' es discutible: ambos comparten I/O por consola, colecciones genéricas, interpolación de cadenas y cálculo de promedios/porcentajes con formato F, y",
CASE_CODE_JAVA_039,Java,estructural,gemini,anthropic,claude-opus-5,claude-opus-5,1,2026-08-01T16:29:48Z,9.122,73,85.0,55.0,45.0,50.0,"La aritmética ponderada y la afirmación de lógica de transposición idéntica con cambio de tipos/nombres son verificables, aunque omite diferencias reales como el separador de impresión ('\t' vs ' ') y no justifica por qué asigna 90 funcional o 45 léxico.",
CASE_CODE_CS_024,C#,diferente,gemini,anthropic,claude-opus-5,claude-opus-5,1,2026-08-01T16:29:59Z,7.238,59,72.0,12.0,25.0,20.0,"La aritmética ponderada es correcta y la afirmación general (mismo lenguaje, propósitos distintos) es cierta, pero los puntajes por dimensión se presentan sin ninguna evidencia del código (no se menciona LINQ, la clase Pregunta, el switch expression ni la conversión de temperatura), por lo que el te",
CASE_CODE_JAVA_001,Java,identico,anthropic,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,1,2026-08-01T16:30:08Z,4.763,45,100.0,35.0,55.0,70.0,"No detecto afirmaciones falsas; el texto es correcto, pero apenas señala elementos concretos del código y basa la justificación en la identidad literal y una fórmula.",
CASE_CODE_CS_015,C#,estructural,anthropic,deepseek,deepseek-v4-pro,deepseek-v4-pro,1,2026-08-01T16:30:14Z,40.878,75,100.0,90.0,20.0,10.0,"Las afirmaciones sobre el código son verdaderas, pero no se explica de dónde surgen los puntajes ni cómo se llega al valor 45; el argumento es incomprensible para un estudiante.",
CASE_CODE_CS_058,C#,funcional,anthropic,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,2026-08-01T16:30:56Z,8.865,80,100.0,80.0,85.0,85.0,El texto identifica correctamente las diferencias arquitectónicas (monolítico vs OO con LINQ) y justifica bien cómo esto afecta las métricas de similitud.,
CASE_CODE_CS_041,C#,identico,openai,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,2026-08-01T16:31:06Z,7.129,22,100.0,0.0,20.0,30.0,"El texto es correcto al afirmar que son idénticos, pero es completamente genérico y no menciona ningún detalle específico del código.",
CASE_CODE_CS_023,C#,estructural,deepseek,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,2026-08-01T16:31:14Z,8.716,57,100.0,10.0,20.0,20.0,El texto es genérico y se limita a mostrar el cálculo matemático de la nota sin dar ejemplos concretos del código que justifiquen los porcentajes asignados.,
CASE_CODE_JAVA_044,Java,diferente,anthropic,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,2026-08-01T16:31:24Z,10.247,82,100.0,90.0,85.0,90.0,El texto describe con precisión las diferencias de paradigma (procedural vs. orientado a objetos con menú) y justifica adecuadamente por qué la similitud es solo residual.,
CASE_CODE_JAVA_001,Java,identico,gemini,deepseek,deepseek-v4-pro,deepseek-v4-pro,1,2026-08-01T16:31:35Z,60.775,36,100.0,20.0,10.0,10.0,"No contiene afirmaciones falsas; los archivos son idénticos, pero el texto es genérico, no detalla ningún elemento de los códigos ni explica el porqué de las conclusiones.",
CASE_CODE_JAVA_039,Java,estructural,gemini,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,1,2026-08-01T16:32:37Z,10.309,73,75.0,55.0,50.0,55.0,"La observación central sobre la misma lógica de transposición es correcta, pero las puntuaciones parciales no se justifican con evidencias y 'únicamente' omite cambios en literales, formato de salida y contenido de datos.",
CASE_CODE_JAVA_044,Java,diferente,openai,anthropic,claude-opus-5,claude-opus-5,1,2026-08-01T16:32:49Z,5.749,48,85.0,10.0,25.0,20.0,"Las afirmaciones son ciertas pero completamente genéricas: nunca menciona el cálculo de promedio con Scanner y bucle for del archivo A ni el sistema de biblioteca con HashMap, métodos y switch de flechas del archivo B, por lo que el texto serviría para casi cualquier par de programas Java distintos.",
