filename,replica,provider,model_requested,model_snapshot,timestamp_utc,latency_s,pred_time,pred_space,justification,error
EuclidGcd.cs,1,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:09:01Z,5.776,O(log n),O(1),"El algoritmo de Euclides reduce los valores de entrada en cada iteración mediante el operador módulo. En el peor caso, cuando los valores siguen la relación de números de Fibonacci consecutivos, el número de iteraciones crece proporcionalmente a log n, donde n es el mayor de los dos valores de entrada.",
EuclidGcd.cs,2,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:09:08Z,5.693,O(log n),O(1),"El algoritmo implementa el método de Euclides iterativo para calcular el MCD. En el peor caso, el número de iteraciones ocurre con entradas consecutivas de Fibonacci y crece logarítmicamente respecto a n = max(a, b).",
EuclidGcd.cs,3,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:09:14Z,5.889,O(log n),O(1),"El algoritmo de Euclides reduce los valores de entrada en cada iteración del bucle `while`. En el peor caso, ocurre con pares de números consecutivos de Fibonacci, produciendo un número de iteraciones proporcional a log n, donde n es el valor del menor de los dos enteros de entrada.",
FactorialRecursive.cs,1,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:09:21Z,4.16,O(n),O(n),"La función realiza una llamada recursiva decrementando n en 1 hasta llegar al caso base n <= 1. La recurrencia es T(n) = T(n - 1) + O(1), que se resuelve como O(n).",
FactorialRecursive.cs,2,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:09:26Z,4.107,O(n),O(n),"La función realiza una llamada recursiva reduciendo n en 1 hasta llegar al caso base n <= 1. La recurrencia es T(n) = T(n - 1) + O(1), que se resuelve como O(n).",
FactorialRecursive.cs,3,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:09:31Z,4.351,O(n),O(n),"La función realiza una llamada recursiva decrementando n en 1 hasta llegar al caso base n <= 1. La recurrencia es T(n) = T(n - 1) + O(1), que se resuelve como O(n).",
HeapInsert.cs,1,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:09:37Z,4.695,O(log n),O(1),"El parámetro n es el tamaño del heap. En el peor caso, el nuevo elemento asciende desde una hoja hasta la raíz, recorriendo la altura del heap binario, que es log n. Cada iteración del while realiza operaciones constantes.",
HeapInsert.cs,2,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:09:42Z,5.524,O(log n),O(1),"La inserción coloca el nuevo valor al final del heap y luego lo desplaza hacia arriba mediante el bucle `while`. En el peor caso, el elemento sube desde una hoja hasta la raíz. La altura de un heap binario con n elementos es O(log n), por lo que el número máximo de iteraciones del bucle es O(log n).",
HeapInsert.cs,3,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:09:49Z,4.867,O(log n),O(1),"En el peor caso, el valor insertado debe ascender desde la última posición hasta la raíz del heap. La altura de un heap binario con n elementos es log n, y cada iteración del bucle realiza operaciones constantes.",
IsEven.cs,1,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:09:55Z,3.607,O(1),O(1),"La función realiza una única operación de módulo y una comparación, independientemente del valor de `number`. No hay bucles ni recursión.",
IsEven.cs,2,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:09:59Z,3.684,O(1),O(1),"El método realiza una única operación aritmética de módulo y una comparación, independientemente del valor de entrada.",
IsEven.cs,3,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:10:04Z,3.559,O(1),O(1),"La función realiza una única operación de módulo y una comparación, ambas independientes del valor de entrada.",
KadaneMaxSubarray.cs,1,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:10:09Z,4.248,O(n),O(1),"Sea n = data.Length. El método recorre el arreglo una sola vez mediante un bucle desde i = 1 hasta n - 1. En cada iteración realiza un número constante de operaciones, por lo que el tiempo crece linealmente con n.",
KadaneMaxSubarray.cs,2,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:10:14Z,4.134,O(n),O(1),"Sea n = data.Length. El método recorre el arreglo una sola vez desde i = 1 hasta n - 1. En cada iteración realiza un número constante de operaciones, por lo que el tiempo crece linealmente con n.",
KadaneMaxSubarray.cs,3,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:10:19Z,4.227,O(n),O(1),"Sea n = data.Length. El algoritmo recorre el arreglo una sola vez desde i = 1 hasta n - 1, realizando un número constante de operaciones en cada iteración. Por tanto, el tiempo crece linealmente con n.",
LongestCommonSubsequence.cs,1,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:10:24Z,4.691,O(n^2),O(n^2),"El algoritmo calcula la longitud de la subsecuencia común más larga mediante programación dinámica. Si se toma n = max(a.Length, b.Length), los dos bucles anidados recorren todas las combinaciones de posiciones de ambas cadenas, realizando una operación constante por celda de la tabla. Por tanto, el tiempo es O(a.Length * b.Length), que en términos de n es O(n^2).",
LongestCommonSubsequence.cs,2,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:10:30Z,6.368,O(n^2),O(n^2),"El algoritmo implementa programación dinámica para calcular la longitud de la subsecuencia común más larga entre dos cadenas. Recorre una tabla de tamaño |a| × |b| mediante dos bucles anidados, realizando operaciones constantes en cada celda. Si n representa el tamaño máximo de las cadenas, el peor caso es O(|a|·|b|) = O(n^2).",
LongestCommonSubsequence.cs,3,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:10:37Z,6.922,O(n^2),O(n^2),"El algoritmo calcula la subsecuencia común más larga mediante programación dinámica. Si n representa la longitud máxima entre las cadenas a y b, los dos bucles anidados recorren todas las combinaciones de posiciones de ambas cadenas, realizando trabajo constante en cada celda de la tabla. Por tanto, el tiempo es O(|a|·|b|), que en función de n = max(|a|, |b|) es O(n^2).",
MatrixAddition.cs,1,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:10:45Z,3.795,O(n^2),O(n^2),"El algoritmo recorre dos bucles anidados, cada uno con n iteraciones. Para cada par (i, j) realiza una suma y una asignación, por lo que ejecuta n * n operaciones dominantes.",
MatrixAddition.cs,2,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:10:50Z,4.153,O(n^2),O(n^2),El método recorre dos bucles anidados: el bucle externo ejecuta n iteraciones y el interno ejecuta n iteraciones por cada una de ellas. En total se realizan n × n = n^2 sumas y asignaciones.,
MatrixAddition.cs,3,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:10:55Z,3.537,O(n^2),O(n^2),"El método recorre dos bucles anidados, cada uno con n iteraciones. En cada par de índices (i, j) realiza una suma y una asignación de costo constante, por lo que se ejecutan n * n operaciones dominantes.",
MatrixMultiplyNaive.cs,1,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:11:00Z,5.024,O(n^3),O(n^2),"El algoritmo realiza multiplicación naive de matrices. Hay tres bucles anidados, cada uno ejecutándose n veces: i, j y k. La operación dominante `acc += a[i, k] * b[k, j]` se ejecuta n × n × n = n^3 veces.",
MatrixMultiplyNaive.cs,2,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:11:06Z,5.528,O(n^3),O(n^2),"El algoritmo realiza multiplicación ingenua de matrices cuadradas de tamaño n x n. Hay tres bucles anidados, cada uno ejecutándose n veces, por lo que la operación dominante `acc += a[i, k] * b[k, j]` se ejecuta n · n · n = n^3 veces.",
MatrixMultiplyNaive.cs,3,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:11:12Z,3.937,O(n^3),O(n^2),"Hay tres bucles anidados, cada uno ejecutándose n veces. La operación dominante es la multiplicación y suma `acc += a[i, k] * b[k, j]`, ejecutada n * n * n = n^3 veces.",
MergeSort.cs,1,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:11:17Z,5.271,O(n log n),O(n),"El arreglo de tamaño n se divide recursivamente en dos mitades hasta subarreglos de tamaño 1, generando una recurrencia T(n) = 2T(n/2) + O(n). La operación Merge recorre y copia todos los elementos del subarreglo en cada nivel, con costo O(n) por nivel y O(log n) niveles.",
MergeSort.cs,2,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:11:24Z,6.125,O(n log n),O(n),"El arreglo de tamaño n se divide recursivamente en dos mitades hasta llegar a subarreglos de tamaño 1. En cada nivel de recursión, la operación Merge procesa todos los elementos una vez, con coste O(n). Hay O(log n) niveles, por lo que la recurrencia T(n) = 2T(n/2) + O(n) se resuelve como O(n log n).",
MergeSort.cs,3,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:11:31Z,4.987,O(n log n),O(n),"El algoritmo divide el arreglo en dos mitades recursivamente y luego combina cada nivel con un costo lineal O(n). La recurrencia es T(n) = 2T(n/2) + O(n), que se resuelve como O(n log n).",
ReverseArray.cs,1,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:11:37Z,4.446,O(n),O(1),"Sea n = data.Length. El bucle while intercambia los elementos desde ambos extremos del arreglo, avanzando left y retrocediendo right en cada iteración. Ejecuta aproximadamente n/2 iteraciones, y cada iteración realiza un número constante de operaciones. Por tanto, el tiempo crece linealmente con n.",
ReverseArray.cs,2,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:11:42Z,3.447,O(n),O(1),"El algoritmo invierte un arreglo de tamaño n usando dos índices, left y right, que avanzan hacia el centro. El bucle while ejecuta aproximadamente n/2 iteraciones, y cada iteración realiza un número constante de operaciones. Por tanto, el tiempo crece linealmente con n.",
ReverseArray.cs,3,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:11:47Z,3.917,O(n),O(1),"Sea n = data.Length. El bucle while intercambia los elementos de los extremos y avanza hacia el centro, ejecutándose aproximadamente n/2 veces. Cada iteración realiza un número constante de operaciones, por lo que el tiempo crece linealmente con n.",
SelectionSort.cs,1,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:11:51Z,5.245,O(n^2),O(1),"El parámetro n es data.Length. El algoritmo es Selection Sort: el bucle externo ejecuta aproximadamente n iteraciones y el bucle interno realiza comparaciones decrecientes: (n-1) + (n-2) + ... + 1 = n(n-1)/2, lo que domina el costo total. Por tanto, el peor caso es O(n^2).",
SelectionSort.cs,2,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:11:58Z,4.684,O(n^2),O(1),"El algoritmo es Selection Sort sobre un arreglo de tamaño n. Tiene dos bucles anidados: el bucle externo ejecuta aproximadamente n iteraciones y el bucle interno compara desde i + 1 hasta n - 1. El número total de comparaciones es (n - 1) + (n - 2) + ... + 1 = n(n - 1)/2, por lo que el tiempo crece cuadráticamente.",
SelectionSort.cs,3,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:12:03Z,4.304,O(n^2),O(1),"El algoritmo es Selection Sort. Para un arreglo de tamaño n, el bucle externo ejecuta aproximadamente n iteraciones y el bucle interno compara los elementos restantes, realizando (n-1) + (n-2) + ... + 1 comparaciones, lo que equivale a n(n-1)/2. Por tanto, el término dominante es cuadrático.",
SubsetSumBruteForce.cs,1,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:12:09Z,7.625,O(2^n),O(n),"El algoritmo explora recursivamente dos posibilidades por cada elemento: incluirlo en la suma o excluirlo. En el peor caso no se encuentra una combinación que haga `target == 0`, por lo que se exploran todas las ramas del árbol de decisión. La recurrencia es T(n) = 2T(n-1) + O(1), que se resuelve como O(2^n).",
SubsetSumBruteForce.cs,2,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:12:17Z,7.179,O(2^n),O(n),"El algoritmo explora recursivamente dos posibilidades por cada elemento: incluirlo o no incluirlo en la suma. En el peor caso no se encuentra una solución antes de explorar todas las combinaciones posibles, por lo que la recurrencia es T(n) = 2T(n-1) + O(1), que se resuelve como O(2^n).",
SubsetSumBruteForce.cs,3,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:12:25Z,6.024,O(2^n),O(n),"Para cada elemento se exploran dos posibilidades: incluirlo en la suma o excluirlo. En el peor caso no se encuentra una solución antes de agotar todas las combinaciones, por lo que la recurrencia es T(n) = 2T(n-1) + O(1), que se resuelve como O(2^n).",
TowerOfHanoi.cs,1,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:12:33Z,4.258,O(2^n),O(n),"Para n = disks, la función realiza dos llamadas recursivas con n - 1 discos y una operación constante entre ellas. La recurrencia es T(n) = 2T(n-1) + O(1), cuya solución es O(2^n).",
TowerOfHanoi.cs,2,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:12:38Z,4.401,O(2^n),O(n),"Sea n = disks. La función realiza dos llamadas recursivas con n - 1 discos y trabajo constante adicional, por lo que la recurrencia es T(n) = 2T(n-1) + O(1), cuya solución es O(2^n).",
TowerOfHanoi.cs,3,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:12:43Z,4.249,O(2^n),O(n),"Para `n = disks`, cada llamada realiza dos llamadas recursivas con `n - 1` discos y trabajo constante adicional. La recurrencia es T(n) = 2T(n-1) + O(1), cuya solución es O(2^n).",
TripleNestedSum.cs,1,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:12:48Z,4.148,O(n^3),O(1),"Hay tres bucles anidados, cada uno ejecuta n iteraciones. La operación dominante dentro del bucle interno se ejecuta n · n · n = n^3 veces.",
TripleNestedSum.cs,2,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:12:54Z,3.243,O(n^3),O(1),"El parámetro n es la longitud de data. Hay tres bucles anidados, cada uno ejecuta n iteraciones, por lo que la operación dominante dentro del bucle interno se ejecuta n · n · n = n^3 veces.",
TripleNestedSum.cs,3,openai,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,2026-08-03T11:12:58Z,3.539,O(n^3),O(1),"El parámetro n es la longitud del arreglo data. Hay tres bucles anidados, cada uno ejecutándose n veces. La operación dominante dentro del bucle más interno es constante, por lo que se realizan n * n * n = n^3 iteraciones.",
